id,name,lang,new stars
6498492,airbnb/javascript,JavaScript,41
943149,d3/d3,JavaScript,210
23083156,mui-org/material-ui,JavaScript,40
70107786,vercel/next.js,JavaScript,56
103633984,goldbergyoni/nodebestpractices,JavaScript,183
46629305,NARKOZ/hacker-scripts,JavaScript,20
43441403,strapi/strapi,JavaScript,28
47394776,lerna/lerna,JavaScript,18
6988020,SheetJS/sheetjs,JavaScript,11
95876775,elsewhencode/project-guidelines,JavaScript,243
17372733,OAI/OpenAPI-Specification,JavaScript,11
24349832,jquense/yup,JavaScript,23
242754476,tailwindlabs/heroicons,JavaScript,149
195226340,goldbergyoni/javascript-testing-best-practices,JavaScript,29
149026292,cube-js/cube.js,JavaScript,16
198674674,eip-work/kuboard-press,JavaScript,12
84835535,carbon-design-system/carbon,JavaScript,15
28944251,arwes/arwes,JavaScript,441
4983184,Leaflet/Leaflet.markercluster,JavaScript,1
287115683,model-zoo/shift-ctrl-f,JavaScript,93
171072967,pedroslopez/whatsapp-web.js,JavaScript,12
263710282,jeanrauwers/mern-course-bootcamp,JavaScript,99
285494443,lxk0301/scripts,JavaScript,17
253566833,itzpradip/react-navigation-v5-mix,JavaScript,1
266026163,techlore-official/plexus,JavaScript,11
